year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2023,1,37,36,Leonor Will Never Die,"$1,594",+57.5%,3,-,$531,"$25,783",7,Music Box Films
2023,1,38,32,The Trial2022 Re-release,$960,-83%,1,-,$960,"$37,204",5,Rialto Pictures
2023,1,39,39,Framing Agnes,$743,-19.9%,2,-1,$371,"$40,855",6,Kino Lorber
2023,1,40,38,Guitar Lessons,$683,-28.9%,74,-,$9,"$94,016",16,N/A
2023,1,41,46,Only in Theaters,$191,-14.7%,1,-,$191,"$15,533",8,-
2023,1,42,-,Be Natural: The Untold Story of Alice Guy-Blaché,$147,-,-,-,-,"$116,731",195,Zeitgeist Films
2023,2,1,1,Avatar: The Way of Water,"$46,475,005",-22.6%,"4,045",-295,"$11,489","$578,276,353",5,20th Century Studios
2023,2,2,2,M3GAN,"$24,954,000",-35.2%,"3,605",+96,"$6,922","$63,487,510",2,Universal Pictures
2023,2,3,3,Puss in Boots: The Last Wish,"$21,990,495",+19.6%,"3,687",-232,"$5,964","$114,960,470",5,Universal Pictures
2023,2,4,4,A Man Called Otto,"$20,123,123",+227.9%,"3,802","+3,165","$5,292","$26,346,249",3,Columbia Pictures
2023,2,5,-,Plane,"$14,255,622",-,"3,023",-,"$4,715","$14,255,622",1,Lionsgate Films
2023,2,6,-,House Party,"$5,410,508",-,"1,400",-,"$3,864","$5,410,508",1,Warner Bros.
2023,2,7,5,Black Panther: Wakanda Forever,"$3,568,380",-26.8%,"1,910",-345,"$1,868","$450,480,752",10,Walt Disney Studios Motion Pictures
2023,2,8,7,The Whale,"$2,617,783",+16.3%,"1,500",+665,"$1,745","$11,910,723",6,A24
2023,2,9,6,Whitney Houston: I Wanna Dance with Somebody,"$1,775,671",-48.2%,"2,205",-979,$805,"$22,504,389",4,TriStar Pictures
2023,2,10,-,Skinamarink,"$1,064,509",-,692,-,"$1,538","$1,064,509",1,IFC Films
2023,2,11,10,The Fabelmans,"$851,870",-8%,808,-190,"$1,054","$14,546,575",10,Universal Pictures
2023,2,12,8,Babylon,"$804,429",-61.9%,678,"-1,703","$1,186","$15,012,106",4,Paramount Pictures
2023,2,13,-,The Devil Conspiracy,"$634,491",-,925,-,$685,"$634,491",1,-
2023,2,14,17,Broker,"$509,626",+359%,271,+254,"$1,880","$694,879",4,Neon
2023,2,15,9,The Menu,"$407,209",-57.8%,350,-430,"$1,163","$38,314,206",9,Searchlight Pictures
2023,2,16,16,Women Talking,"$329,542",+52.3%,61,+32,"$5,402","$742,943",4,United Artists Releasing
2023,2,17,-,Waltair Veerayya,"$320,000",-,350,-,$914,"$320,000",1,N/A
2023,2,18,14,Strange World,"$164,513",-35.8%,610,+35,$269,"$37,903,161",9,Walt Disney Studios Motion Pictures
2023,2,19,13,Corsage,"$157,454",-58.3%,202,-115,$779,"$625,667",4,IFC Films
2023,2,20,22,Living,"$138,587",+157.9%,32,+21,"$4,330","$270,169",4,Sony Pictures Classics
2023,2,21,36,The Woman King,"$132,781","+5,380%",843,+833,$157,"$67,316,003",18,TriStar Pictures
2023,2,22,18,The Banshees of Inisherin,"$126,268",+35.3%,55,-,"$2,295","$9,328,453",13,Searchlight Pictures
2023,2,23,19,Tár,"$122,870",+34.9%,60,+8,"$2,047","$5,854,040",15,Focus Features
2023,2,24,-,Saint Omer,"$116,860",-,245,-,$476,"$116,860",1,Neon
2023,2,25,15,Devotion,"$97,964",-57.8%,167,-125,$586,"$20,462,609",9,Columbia Pictures
2023,2,26,-,EO,"$96,717",-,70,-,"$1,381","$697,163",9,Sideshow Releasing
2023,2,27,11,Violent Night,"$96,710",-89.5%,362,"-1,619",$267,"$49,695,715",7,Universal Pictures
2023,2,28,21,Aftersun,"$62,690",-16.7%,34,-,"$1,843","$1,306,645",13,A24
2023,2,29,30,Holy Spider,"$58,715",+357.1%,98,+87,$599,"$288,661",12,Utopia
2023,2,30,23,"Lyle, Lyle, Crocodile","$41,830",+19.2%,74,-5,$565,"$46,827,938",15,Sony Pictures Releasing
2023,2,31,20,Empire of Light,"$34,786",-58.2%,48,-72,$724,"$1,161,747",6,Searchlight Pictures
2023,2,32,26,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,"$31,635",+14.3%,4,-,"$7,908","$81,569",3,Sony Pictures Releasing
2023,2,33,29,The Conformist2023 Re-release,"$26,430",+35.1%,4,+3,"$6,607","$46,000",2,Kino Lorber
2023,2,34,27,All the Beauty and the Bloodshed,"$24,746",-7.7%,16,-8,"$1,546","$360,362",9,-
2023,2,35,25,Triangle of Sadness,"$22,376",-30.9%,15,+1,"$1,491","$4,204,822",15,Neon
2023,2,36,-,No Bears,"$19,335",-,2,-,"$9,667","$60,923",4,Janus Films
2023,2,37,-,RRR2022 Re-release,"$16,969",-,5,-,"$3,393","$327,809",34,Variance Films
2023,2,38,28,I Heard the Bells,"$4,892",-79.5%,7,-34,$698,"$5,642,600",8,Fathom Events
2023,2,39,-,Boblo Boats: A Detroit Ferry Tale,"$4,173",-,1,-,"$4,173","$99,667",18,Lucky Hat Entertainment
2023,2,40,38,The Trial2022 Re-release,"$2,963",+208.6%,2,+1,"$1,481","$40,167",6,Rialto Pictures
2023,2,41,40,Guitar Lessons,"$2,862",+319%,74,-,$38,"$96,878",17,N/A
2023,2,42,-,Jethica,"$2,342",-,1,-,"$2,342","$2,342",54,-
2023,2,43,41,Only in Theaters,"$2,077",+987.4%,1,-,"$2,077","$17,610",9,-
2023,2,44,34,The Super 8 Years,"$1,908",-35.5%,3,+2,$636,"$10,838",5,Kino Lorber
2023,2,45,-,Hockeyland,"$1,684",-,-,-,-,"$181,349",19,Greenwich Entertainment
2023,2,46,-,MindReader,"$1,550",-,1,-,"$1,550","$64,430",13,Five & Two Pictures
2023,2,47,-,Loudmouth,$646,-,2,-,$323,"$40,969",6,Greenwich Entertainment
2023,2,48,-,Carnal Knowledge2022 Re-release,$620,-,2,-,$310,"$33,668",20,Rialto Distribution
2023,2,49,-,Utama,$482,-,2,-,$241,"$45,253",11,Kino Lorber
2023,2,50,37,Leonor Will Never Die,$293,-81.6%,1,-2,$293,"$26,076",8,Music Box Films
2023,2,51,39,Framing Agnes,$202,-72.8%,2,-,$101,"$41,057",7,Kino Lorber
2023,3,1,1,Avatar: The Way of Water,"$26,604,418",-42.8%,"3,790",-255,"$7,019","$604,880,771",6,20th Century Studios
2023,3,2,3,Puss in Boots: The Last Wish,"$15,254,440",-30.6%,"3,611",-76,"$4,224","$130,214,910",6,Universal Pictures
2023,3,3,4,A Man Called Otto,"$12,956,615",-35.6%,"3,802",-,"$3,407","$39,302,864",4,Columbia Pictures
2023,3,4,2,M3GAN,"$12,416,215",-50.2%,"3,628",+23,"$3,422","$75,903,725",3,Universal Pictures
2023,3,5,-,Missing,"$11,894,417",-,"3,025",-,"$3,932","$11,894,417",1,Sony Pictures Releasing
2023,3,6,5,Plane,"$7,294,143",-48.8%,"3,060",+37,"$2,383","$21,549,765",2,Lionsgate Films
2023,3,7,-,Pathaan,"$2,598,169",-,658,-,"$3,948","$2,598,169",1,Yash Raj Films USA Inc.
2023,3,8,6,House Party,"$2,230,001",-58.8%,"1,400",-,"$1,592","$7,640,509",2,Warner Bros.
2023,3,9,8,The Whale,"$1,991,749",-23.9%,"1,591",+91,"$1,251","$13,902,472",7,A24
2023,3,10,7,Black Panther: Wakanda Forever,"$1,793,141",-49.7%,"1,525",-385,"$1,175","$452,273,893",11,Walt Disney Studios Motion Pictures
2023,3,11,-,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$1,588,491",-,"1,473",-,"$1,078","$1,588,491",1,Crunchyroll
2023,3,12,11,The Fabelmans,"$717,535",-15.8%,947,+139,$757,"$15,264,110",11,Universal Pictures
2023,3,13,9,Whitney Houston: I Wanna Dance with Somebody,"$695,217",-60.8%,"1,308",-897,$531,"$23,199,606",5,TriStar Pictures
2023,3,14,10,Skinamarink,"$673,216",-36.8%,809,+117,$832,"$1,737,725",2,IFC Films
2023,3,15,16,Women Talking,"$638,203",+93.7%,154,+93,"$4,144","$1,381,146",5,United Artists Releasing
2023,3,16,-,Left Behind: Rise of the Antichrist,"$611,022",-,"1,393",-,$438,"$611,022",1,Fathom Events
2023,3,17,-,The Son,"$377,778",-,554,-,$681,"$402,464",1,Sony Pictures Classics
2023,3,18,12,Babylon,"$339,349",-57.8%,289,-389,"$1,174","$15,351,455",5,Paramount Pictures
2023,3,19,14,Broker,"$235,132",-53.9%,206,-65,"$1,141","$930,011",5,Neon
2023,3,20,-,When You Finish Saving the World,"$196,920",-,403,-,$488,"$196,920",1,A24
2023,3,21,20,Living,"$182,510",+31.7%,49,+17,"$3,724","$452,679",5,Sony Pictures Classics
2023,3,22,15,The Menu,"$145,231",-64.3%,195,-155,$744,"$38,459,437",10,Searchlight Pictures
2023,3,23,22,The Banshees of Inisherin,"$125,675",-0.5%,155,+100,$810,"$9,454,128",14,Searchlight Pictures
2023,3,24,13,The Devil Conspiracy,"$125,341",-80.2%,460,-465,$272,"$759,832",2,-
2023,3,25,23,Tár,"$123,435",+0.5%,106,+46,"$1,164","$5,977,475",16,Focus Features
2023,3,26,-,"Alice, Darling","$101,000",-,65,-,"$1,553","$101,000",4,Lionsgate Films
2023,3,27,26,EO,"$87,067",-10%,80,+10,"$1,088","$784,230",10,Sideshow Releasing
2023,3,28,28,Aftersun,"$63,241",+0.9%,34,-,"$1,860","$1,369,886",14,A24
2023,3,29,19,Corsage,"$52,303",-66.8%,70,-132,$747,"$677,970",5,IFC Films
2023,3,30,24,Saint Omer,"$47,061",-59.7%,25,-220,"$1,882","$163,921",2,Neon
2023,3,31,18,Strange World,"$46,225",-71.9%,170,-440,$271,"$37,949,386",10,Walt Disney Studios Motion Pictures
2023,3,32,32,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,"$44,885",+41.9%,15,+11,"$2,992","$126,454",4,Sony Pictures Releasing
2023,3,33,25,Devotion,"$35,631",-63.6%,88,-79,$404,"$20,498,240",10,Columbia Pictures
2023,3,34,30,"Lyle, Lyle, Crocodile","$32,796",-21.6%,60,-14,$546,"$46,860,734",16,Sony Pictures Releasing
2023,3,35,36,No Bears,"$31,753",+64.2%,6,+4,"$5,292","$92,676",5,Janus Films
2023,3,36,34,All the Beauty and the Bloodshed,"$27,455",+10.9%,24,+8,"$1,143","$387,817",10,-
2023,3,37,-,Cat Daddies,"$20,672",-,5,-,"$4,134","$87,120",15,Sky Island Films
2023,3,38,35,Triangle of Sadness,"$19,893",-11.1%,12,-3,"$1,657","$4,224,715",16,Neon
2023,3,39,31,Empire of Light,"$15,830",-54.5%,22,-26,$719,"$1,177,577",7,Searchlight Pictures
2023,3,40,37,RRR2022 Re-release,"$15,658",-7.7%,5,-,"$3,131","$343,467",35,Variance Films
2023,3,41,33,The Conformist2023 Re-release,"$15,393",-41.8%,4,-,"$3,848","$61,393",3,Kino Lorber
2023,3,42,21,The Woman King,"$12,127",-90.9%,54,-789,$224,"$67,328,130",19,TriStar Pictures
2023,3,43,29,Holy Spider,"$10,041",-82.9%,21,-77,$478,"$298,702",13,Utopia
2023,3,44,-,Brotherhood of the Wolf2023 Re-release,"$8,627",-,7,-,"$1,232","$8,627",1,Rialto Pictures
2023,3,45,-,Carole King Home Again: Live in Central Park,"$6,434",-,2,-,"$3,217","$6,434",1,Abramorama
2023,3,46,43,Only in Theaters,"$3,681",+77.2%,1,-,"$3,681","$21,291",10,-
2023,3,47,40,The Trial2022 Re-release,"$3,495",+18%,3,+1,"$1,165","$43,662",7,Rialto Pictures
2023,3,48,49,Utama,"$3,290",+582.6%,3,+1,"$1,096","$48,543",12,Kino Lorber
2023,3,49,27,Violent Night,"$2,815",-97.1%,90,-272,$31,"$49,710,200",8,Universal Pictures
2023,3,50,44,The Super 8 Years,"$2,442",+28%,4,+1,$610,"$13,280",6,Kino Lorber
2023,3,51,39,Boblo Boats: A Detroit Ferry Tale,"$2,166",-48.1%,1,-,"$2,166","$101,833",19,Lucky Hat Entertainment
2023,3,52,38,I Heard the Bells,"$1,504",-69.3%,3,-4,$501,"$5,644,104",9,Fathom Events
2023,3,53,-,Brainwashed: Sex-Camera-Power,"$1,000",-,1,-,"$1,000","$27,936",14,Kino Lorber
2023,3,54,45,Hockeyland,$823,-51.1%,-,-,-,"$182,172",20,Greenwich Entertainment
2023,3,55,-,Relative,$652,-,1,-,$652,"$19,063",34,Newcity
2023,3,56,-,The Discreet Charm of the Bourgeoisie4K Restoration,$587,-,1,-,$587,"$82,471",31,Rialto Pictures
2023,3,57,42,Jethica,$580,-75.2%,2,+1,$290,"$2,922",55,-
2023,3,58,47,Loudmouth,$308,-52.3%,1,-1,$308,"$41,277",7,Greenwich Entertainment
2023,3,59,41,Guitar Lessons,$155,-94.6%,74,-,$2,"$97,033",18,N/A
2023,4,1,1,Avatar: The Way of Water,"$20,739,671",-22%,"3,600",-190,"$5,761","$625,620,442",7,20th Century Studios
2023,4,2,2,Puss in Boots: The Last Wish,"$13,127,760",-13.9%,"3,452",-159,"$3,802","$143,342,670",7,Universal Pictures
2023,4,3,3,A Man Called Otto,"$9,525,539",-26.5%,"3,957",+155,"$2,407","$48,828,403",5,Columbia Pictures
2023,4,4,7,Pathaan,"$8,980,444",+245.6%,697,+39,"$12,884","$11,578,613",2,Yash Raj Films USA Inc.
2023,4,5,4,M3GAN,"$7,893,650",-36.4%,"3,416",-212,"$2,310","$83,797,375",4,Universal Pictures
2023,4,6,5,Missing,"$7,397,677",-37.8%,"3,025",-,"$2,445","$19,292,094",2,Sony Pictures Releasing
2023,4,7,6,Plane,"$5,120,967",-29.8%,"2,852",-208,"$1,795","$26,670,732",3,Lionsgate Films
2023,4,8,-,Infinity Pool,"$3,432,078",-,"1,835",-,"$1,870","$3,432,078",1,Neon
2023,4,9,16,Left Behind: Rise of the Antichrist,"$2,725,691",+346.1%,"1,407",+14,"$1,937","$3,336,713",2,Fathom Events
2023,4,10,-,The Wandering Earth II,"$1,931,098",-,142,-,"$13,599","$3,500,901",2,Well Go USA Entertainment
2023,4,11,-,The Chosen Season 3 Finale,"$1,666,707",-,"1,918",-,$868,"$1,666,707",1,Fathom Events
2023,4,12,15,Women Talking,"$1,489,339",+133.4%,707,+553,"$2,106","$2,870,485",6,United Artists Releasing
2023,4,13,-,Everything Everywhere All at Once,"$1,477,546",-,"1,400",-,"$1,055","$71,486,139",45,A24
2023,4,14,9,The Whale,"$1,439,355",-27.7%,"1,721",+130,$836,"$15,341,827",8,A24
2023,4,15,-,Fear,"$1,227,545",-,974,-,"$1,260","$1,227,794",1,Hidden Empire Film Group (HEFG)
2023,4,16,12,The Fabelmans,"$1,113,495",+55.2%,"1,962","+1,015",$567,"$16,377,605",12,Universal Pictures
2023,4,17,10,Black Panther: Wakanda Forever,"$977,707",-45.5%,"1,030",-495,$949,"$453,251,600",12,Walt Disney Studios Motion Pictures
2023,4,18,8,House Party,"$950,087",-57.4%,"1,047",-353,$907,"$8,590,596",3,Warner Bros.
2023,4,19,21,Living,"$835,977",+358%,644,+595,"$1,298","$1,288,656",6,Sony Pictures Classics
2023,4,20,-,Maybe I Do,"$793,242",-,465,-,"$1,705","$793,242",1,Vertical Entertainment
2023,4,21,23,The Banshees of Inisherin,"$585,393",+365.8%,"1,205","+1,050",$485,"$10,039,521",15,Searchlight Pictures
2023,4,22,13,Whitney Houston: I Wanna Dance with Somebody,"$321,403",-53.8%,"1,205",-103,$266,"$23,521,009",6,TriStar Pictures
2023,4,23,25,Tár,"$269,185",+118.1%,537,+431,$501,"$6,246,660",17,Focus Features
2023,4,24,14,Skinamarink,"$211,035",-68.7%,286,-523,$737,"$1,948,760",3,IFC Films
2023,4,25,19,Broker,"$96,586",-58.9%,75,-131,"$1,287","$1,026,597",6,Neon
2023,4,26,-,Close,"$84,422",-,4,-,"$21,105","$84,422",1,A24
2023,4,27,38,Triangle of Sadness,"$76,571",+284.9%,170,+158,$450,"$4,301,286",17,Neon
2023,4,28,28,Aftersun,"$67,693",+7%,25,-9,"$2,707","$1,437,579",15,A24
2023,4,29,27,EO,"$66,679",-23.4%,64,-16,"$1,041","$850,909",11,Sideshow Releasing
2023,4,30,17,The Son,"$43,850",-88.4%,172,-382,$254,"$446,314",2,Sony Pictures Classics
2023,4,31,22,The Menu,"$41,688",-71.3%,60,-135,$694,"$38,501,125",11,Searchlight Pictures
2023,4,32,32,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,"$40,516",-9.7%,20,+5,"$2,025","$166,969",5,Sony Pictures Releasing
2023,4,33,36,All the Beauty and the Bloodshed,"$30,561",+11.3%,26,+2,"$1,175","$418,378",11,-
2023,4,34,30,Saint Omer,"$28,552",-39.3%,12,-13,"$2,379","$192,473",3,Neon
2023,4,35,34,"Lyle, Lyle, Crocodile","$27,707",-15.5%,56,-4,$494,"$46,888,441",17,Sony Pictures Releasing
2023,4,36,49,Violent Night,"$22,580",+702.1%,75,-15,$301,"$49,732,780",9,Universal Pictures
2023,4,37,-,One Fine Morning,"$21,601",-,3,-,"$7,200","$31,295",1,Sony Pictures Releasing
2023,4,38,31,Strange World,"$19,577",-57.6%,60,-110,$326,"$37,968,963",11,Walt Disney Studios Motion Pictures
2023,4,39,40,RRR2022 Re-release,"$18,136",+15.8%,10,+5,"$1,813","$361,603",36,Variance Films
2023,4,40,35,No Bears,"$17,121",-46.1%,10,+4,"$1,712","$109,797",6,Janus Films
2023,4,41,29,Corsage,"$14,602",-72.1%,17,-53,$858,"$692,572",6,IFC Films
2023,4,42,33,Devotion,"$13,698",-61.6%,46,-42,$297,"$20,511,938",11,Columbia Pictures
2023,4,43,45,Carole King Home Again: Live in Central Park,"$9,811",+52.5%,4,+2,"$2,452","$16,245",2,Abramorama
2023,4,44,-,The Man in the Basement,"$6,095",-,17,-,$358,"$6,095",1,Greenwich Entertainment
2023,4,45,24,The Devil Conspiracy,"$5,386",-95.7%,32,-428,$168,"$765,218",3,-
2023,4,46,-,The Runner,"$5,224",-,2,-,"$2,612","$29,103",14,Rialto Pictures
2023,4,47,-,Remember This,"$5,120",-,1,-,"$5,120","$5,120",1,Abramorama
2023,4,48,37,Cat Daddies,"$4,553",-78%,2,-3,"$2,276","$91,673",16,Sky Island Films
2023,4,49,43,Holy Spider,"$4,326",-56.9%,11,-10,$393,"$303,038",14,Utopia
2023,4,50,41,The Conformist2023 Re-release,"$3,369",-78.1%,6,+2,$561,"$64,762",4,Kino Lorber
2023,4,51,-,Life Upside Down,"$3,324",-,27,-,$123,"$3,324",1,IFC Films
2023,4,52,-,MindReader,"$3,295",-,4,-,$823,"$67,725",15,Five & Two Pictures
2023,4,53,44,Brotherhood of the Wolf2023 Re-release,"$2,644",-69.4%,8,+1,$330,"$11,271",2,Rialto Pictures
2023,4,54,47,The Trial2022 Re-release,"$2,578",-26.2%,2,-1,"$1,289","$46,240",8,Rialto Pictures
2023,4,55,-,Filmmakers for the Prosecution,"$2,508",-,2,-,"$1,254","$9,079",1,Kino Lorber
2023,4,56,59,Guitar Lessons,"$2,307","+1,388.4%",74,-,$31,"$99,340",19,N/A
2023,4,57,-,Framing Agnes,"$1,569",-,5,-,$313,"$42,626",9,Kino Lorber
2023,4,58,55,Relative,$913,+40%,1,-,$913,"$19,976",35,Newcity
2023,4,59,46,Only in Theaters,$822,-77.7%,1,-,$822,"$22,113",11,-
2023,4,60,48,Utama,$742,-77.4%,1,-2,$742,"$49,285",13,Kino Lorber
2023,4,61,50,The Super 8 Years,$614,-74.9%,3,-1,$204,"$13,894",7,Kino Lorber
2023,4,62,57,Jethica,$518,-10.7%,1,-1,$518,"$3,440",56,-
2023,4,63,54,Hockeyland,$21,-97.4%,-,-,-,"$182,193",21,Greenwich Entertainment
2023,5,1,-,80 for Brady,"$18,969,658",-,"3,912",-,"$4,849","$18,969,658",1,Paramount Pictures
2023,5,2,-,Knock at the Cabin,"$17,945,995",-,"3,643",-,"$4,926","$17,945,995",1,Universal Pictures
2023,5,3,1,Avatar: The Way of Water,"$14,415,289",-30.5%,"3,310",-290,"$4,355","$640,035,731",8,20th Century Studios
2023,5,4,2,Puss in Boots: The Last Wish,"$9,652,535",-26.5%,"3,290",-162,"$2,933","$152,995,205",8,Universal Pictures
2023,5,5,-,BTS: Yet to Come in Cinemas,"$6,280,000",-,"1,210",+96,"$5,190","$8,093,270",2,Trafalgar Releasing
2023,5,6,3,A Man Called Otto,"$5,952,071",-37.5%,"3,407",-550,"$1,747","$54,780,474",6,Columbia Pictures
2023,5,7,5,M3GAN,"$4,760,175",-39.7%,"2,835",-581,"$1,679","$88,557,550",5,Universal Pictures
2023,5,8,6,Missing,"$4,734,027",-36%,"2,565",-460,"$1,845","$24,026,121",3,Sony Pictures Releasing
2023,5,9,11,The Chosen Season 3 Finale,"$3,858,362",+131.5%,"1,979",+61,"$1,949","$5,525,069",2,Fathom Events
2023,5,10,4,Pathaan,"$3,384,437",-62.3%,683,-14,"$4,955","$14,963,050",3,Yash Raj Films USA Inc.
2023,5,11,7,Plane,"$2,914,136",-43.1%,"2,203",-649,"$1,322","$29,584,868",4,Lionsgate Films
2023,5,12,-,The Amazing Maurice,"$1,727,488",-,"1,717",-,"$1,006","$1,727,488",1,Viva Pictures
2023,5,13,8,Infinity Pool,"$1,241,439",-63.8%,"1,750",-85,$709,"$4,673,517",2,Neon
2023,5,14,12,Women Talking,"$873,167",-41.4%,707,-,"$1,235","$3,743,652",7,United Artists Releasing
2023,5,15,10,The Wandering Earth II,"$819,856",-57.5%,172,+30,"$4,766","$4,320,757",3,Well Go USA Entertainment
2023,5,16,13,Everything Everywhere All at Once,"$726,543",-50.8%,935,-465,$777,"$72,212,682",46,A24
2023,5,17,14,The Whale,"$671,558",-53.3%,"1,015",-706,$661,"$16,013,385",9,A24
2023,5,18,19,Living,"$509,233",-39.1%,410,-234,"$1,242","$1,797,889",7,Sony Pictures Classics
2023,5,19,15,Fear,"$438,533",-64.3%,713,-261,$615,"$2,020,980",2,Hidden Empire Film Group (HEFG)
2023,5,20,16,The Fabelmans,"$437,380",-60.7%,"1,054",-908,$414,"$16,814,985",13,Universal Pictures
2023,5,21,20,Maybe I Do,"$317,302",-60%,389,-76,$815,"$1,110,544",2,Vertical Entertainment
2023,5,22,9,Left Behind: Rise of the Antichrist,"$312,709",-88.5%,374,"-1,033",$836,"$3,649,422",3,Fathom Events
2023,5,23,17,Black Panther: Wakanda Forever,"$294,779",-69.8%,430,-600,$685,"$453,546,379",13,Walt Disney Studios Motion Pictures
2023,5,24,18,House Party,"$252,272",-73.4%,368,-679,$685,"$8,842,868",4,Warner Bros.
2023,5,25,-,Lourdes2022 Re-release,"$197,702",-,624,-,$316,"$197,702",1,Fathom Events
2023,5,26,21,The Banshees of Inisherin,"$180,630",-69.1%,410,-795,$440,"$10,220,151",16,Searchlight Pictures
2023,5,27,26,Close,"$171,267",+102.9%,20,+16,"$8,563","$255,689",2,A24
2023,5,28,23,Tár,"$159,055",-40.9%,439,-98,$362,"$6,405,715",18,Focus Features
2023,5,29,27,Triangle of Sadness,"$78,122",+2%,179,+9,$436,"$4,379,408",18,Neon
2023,5,30,22,Whitney Houston: I Wanna Dance with Somebody,"$77,206",-76%,370,-835,$208,"$23,598,215",7,TriStar Pictures
2023,5,31,28,Aftersun,"$68,657",+1.4%,25,-,"$2,746","$1,506,236",16,A24
2023,5,32,24,Skinamarink,"$65,632",-68.9%,68,-218,$965,"$2,014,392",4,IFC Films
2023,5,33,29,EO,"$60,178",-9.7%,63,-1,$955,"$911,087",12,Sideshow Releasing
2023,5,34,36,Violent Night,"$38,265",+69.5%,71,-4,$538,"$49,771,045",10,Universal Pictures
2023,5,35,32,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb,"$28,599",-29.4%,15,-5,"$1,906","$195,568",6,Sony Pictures Releasing
2023,5,36,37,One Fine Morning,"$27,550",+27.5%,12,+9,"$2,295","$58,845",2,Sony Pictures Releasing
2023,5,37,34,Saint Omer,"$21,480",-24.8%,16,+4,"$1,342","$213,953",4,Neon
2023,5,38,33,All the Beauty and the Bloodshed,"$21,262",-30.4%,28,+2,$759,"$439,640",12,-
2023,5,39,39,RRR2022 Re-release,"$20,366",+12.3%,8,-2,"$2,545","$381,969",37,Variance Films
2023,5,40,25,Broker,"$20,302",-79%,32,-43,$634,"$1,046,899",7,Neon
2023,5,41,-,A Difficult Life2023  Re-release,"$16,727",-,1,-,"$16,727","$16,727",1,Rialto Pictures
2023,5,42,-,Baby Ruby,"$16,378",-,54,-,$303,"$16,378",1,Magnolia Pictures
2023,5,43,40,No Bears,"$15,895",-7.2%,13,+3,"$1,222","$125,692",7,Janus Films
2023,5,44,48,Cat Daddies,"$14,080",+209.2%,4,+2,"$3,520","$105,802",17,Sky Island Films
2023,5,45,-,Godland,"$9,201",-,1,-,"$9,201","$9,201",1,Janus Films
2023,5,46,50,The Conformist2023 Re-release,"$8,813",+161.6%,7,+1,"$1,259","$73,575",5,Kino Lorber
2023,5,47,-,Let It Be Morning,"$8,756",-,2,-,"$4,378","$8,756",1,Cohen Media Group
2023,5,48,-,Full Time,"$4,106",-,1,-,"$4,106","$4,106",1,Music Box Films
2023,5,49,41,Corsage,"$3,924",-73.1%,10,-7,$392,"$696,496",7,IFC Films
2023,5,50,54,The Trial2022 Re-release,"$3,842",+49%,2,-,"$1,921","$50,082",9,Rialto Pictures
2023,5,51,30,The Son,"$2,816",-93.6%,12,-160,$234,"$449,130",3,Sony Pictures Classics
2023,5,52,55,Filmmakers for the Prosecution,"$1,747",-30.3%,4,+2,$436,"$10,826",2,Kino Lorber
2023,5,53,49,Holy Spider,"$1,665",-61.5%,6,-5,$277,"$304,703",15,Utopia
2023,5,54,57,Framing Agnes,"$1,438",-8.3%,3,-2,$479,"$44,064",10,Kino Lorber
2023,5,55,-,Leonor Will Never Die,"$1,350",-,3,-,$450,"$27,426",11,Music Box Films
2023,5,56,51,Life Upside Down,"$1,143",-65.6%,10,-17,$114,"$4,467",2,IFC Films
2023,5,57,56,Guitar Lessons,$924,-59.9%,74,-,$12,"$100,264",20,N/A
2023,5,58,53,Brotherhood of the Wolf2023 Re-release,$907,-65.7%,8,-,$113,"$12,178",3,Rialto Pictures
2023,5,59,58,Relative,$849,-7%,1,-,$849,"$20,825",36,Newcity
2023,5,60,46,The Runner,$703,-86.5%,1,-1,$703,"$29,806",15,Rialto Pictures
2023,5,61,59,Only in Theaters,$584,-29%,1,-,$584,"$22,697",12,-
2023,5,62,60,Utama,$578,-22.1%,2,+1,$289,"$49,863",14,Kino Lorber
2023,5,63,63,Hockeyland,$225,+971.4%,-,-,-,"$182,418",22,Greenwich Entertainment
2023,5,64,-,Loudmouth,$181,-,1,-,$181,"$41,458",9,Greenwich Entertainment
2023,6,1,-,Magic Mike's Last Dance,"$12,590,454",-,"2,176",-,"$5,786","$12,590,454",1,Warner Bros.
2023,6,2,3,Avatar: The Way of Water,"$10,922,260",-24.2%,"3,065",-245,"$3,563","$650,957,991",9,20th Century Studios
2023,6,3,-,Titanic25 Year Anniversary,"$10,123,135",-,"2,464",-,"$4,108","$10,123,135",1,Paramount Pictures
2023,6,4,1,80 for Brady,"$9,678,153",-49%,"3,939",+27,"$2,457","$28,647,811",2,Paramount Pictures
2023,6,5,2,Knock at the Cabin,"$8,526,275",-52.5%,"3,657",+14,"$2,331","$26,472,270",2,Universal Pictures
2023,6,6,4,Puss in Boots: The Last Wish,"$7,820,895",-19%,"3,227",-63,"$2,423","$160,816,100",9,Universal Pictures
2023,6,7,6,A Man Called Otto,"$4,241,730",-28.7%,"2,824",-583,"$1,502","$59,022,204",7,Columbia Pictures
