year,week,Rank,LW,Release,Gross,%± LW,Theaters,Change,Average,Total Gross,Weeks,Distributor
2024,8,25,-,Les Misérables2024 Re-release,"$450,370",-,162,-,"$2,780","$450,370",1,Universal Pictures
2024,8,26,19,The Boys in the Boat,"$330,134",-58.4%,407,-179,$811,"$52,423,878",10,-
2024,8,27,18,The Zone of Interest,"$296,136",-65.4%,371,-72,$798,"$7,436,480",12,A24
2024,8,28,25,Origin,"$176,560",-29.2%,83,-44,"$2,127","$4,568,491",12,-
2024,8,29,23,The Boy and the Heron,"$157,858",-49.3%,124,-51,"$1,273","$45,989,631",12,GKIDS
2024,8,30,26,Trolls Band Together,"$97,510",-49.4%,145,-13,$672,"$102,996,915",15,Universal Pictures
2024,8,31,32,Anatomy of a Fall,"$80,295",-13.2%,125,+20,$642,"$4,797,268",20,-
2024,8,32,43,Nostalghia2024 Re-release,"$64,874",+183.6%,5,+4,"$12,974","$64,874",2,Kino Lorber
2024,8,33,24,Amélie2024 Re-release,"$63,314",-75.5%,52,-164,"$1,217","$468,240",2,Sony Pictures Releasing
2024,8,34,29,Wish,"$59,225",-45.2%,70,-5,$846,"$63,883,394",15,Walt Disney Studios Motion Pictures
2024,8,35,33,The Holdovers,"$55,320",-35.4%,226,+58,$244,"$20,102,660",18,Focus Features
2024,8,36,37,Oppenheimer,"$44,830",-20.6%,200,+41,$224,"$329,028,200",32,Universal Pictures
2024,8,37,27,The Iron Claw,"$43,593",-74.8%,72,-74,$605,"$35,070,222",10,A24
2024,8,38,28,All of Us Strangers,"$42,640",-64.9%,25,-25,"$1,705","$3,980,600",10,Searchlight Pictures
2024,8,39,30,No Way Up,"$40,935",-62%,61,-17,$671,"$148,582",2,Nashe Kino
2024,8,40,35,Jungle Bunch: Operation Meltdown,"$38,644",-47%,77,-32,$501,"$818,823",4,Viva Pictures
2024,8,41,21,Out of Darkness,"$34,823",-93.5%,100,-765,$348,"$1,951,547",3,Bleecker Street Media
2024,8,42,-,The Stolen Valley,"$31,143",-,88,-,$353,"$31,143",1,Blue Fox Entertainment
2024,8,43,42,Killers of the Flower Moon,"$26,666",+16.5%,207,+88,$128,"$67,874,211",19,Paramount Pictures
2024,8,44,-,Red Right Hand,"$25,711",-,50,-,$514,"$25,711",1,Magnolia Pictures
2024,8,45,34,The Teachers' Lounge,"$25,376",-66.9%,32,-67,$793,"$553,387",10,Sony Pictures Releasing
2024,8,46,53,Hundreds of Beavers,"$23,651",+309.3%,13,+9,"$1,819","$70,861",5,SRH
2024,8,47,-,About Dry Grasses,"$22,057",-,3,-,"$7,352","$22,057",1,Sideshow Releasing
2024,8,48,38,The Sweet East,"$17,547",-55.4%,21,-14,$835,"$295,631",13,Utopia
2024,8,49,47,The Peasants,"$16,266",+24.6%,9,-,"$1,807","$75,304",5,Sony Pictures Classics
2024,8,50,40,The Monk and the Gun,"$12,736",-63.1%,10,-30,"$1,273","$132,334",4,A Contracorriente Films
2024,8,51,45,Anselm,"$10,995",-29.7%,11,-4,$999,"$481,996",12,Janus Films
2024,8,52,-,Isle of Hope,"$9,183",-,29,-,$316,"$9,183",1,-
2024,8,53,-,Golden Years,"$8,360",-,4,-,"$2,090","$8,360",1,Music Box Films
2024,8,54,48,Totem,"$5,929",-52.8%,6,-1,$988,"$82,575",5,Janus Films
2024,8,55,49,Freud's Last Session,"$5,877",-46.5%,4,-4,"$1,469","$869,161",10,Sony Pictures Releasing
2024,8,56,54,Four Daughters,"$5,522",+7.1%,12,+2,$460,"$111,568",18,Kino Lorber
2024,8,57,50,Ennio,"$5,494",-47.2%,2,-1,"$2,747","$27,960",3,Music Box Films
2024,8,58,-,The Invisible Fight,"$5,442",-,14,-,$388,"$6,442",1,Kino Lorber
2024,8,59,60,One from the Heart: Reprise2024 Re-release,"$4,655",+198.8%,4,+3,"$1,163","$48,950",6,Rialto Pictures
2024,8,60,61,The Oath,"$4,030",+164.1%,3,+2,"$1,343","$504,282",12,Freestyle Releasing
2024,8,61,-,They Shot the Piano Player,"$3,490",-,2,-,"$1,745","$11,640",1,Sony Pictures Releasing
2024,8,62,44,The Promised Land,"$3,151",-85.6%,6,-14,$525,"$254,420",4,Magnolia Pictures
2024,8,63,55,Bushman2024 Re-release,"$2,555",-41.8%,2,-1,"$1,277","$24,964",4,Kino Lorber
2024,8,64,-,Household Saints2024 Re-release,"$2,465",-,3,-,$821,"$26,975",7,Kino Lorber
2024,8,65,59,Inside the Yellow Cocoon Shell,"$2,402",+20.6%,3,-3,$800,"$67,419",6,Kino Lorber
2024,8,66,-,Bring Him to Me,"$2,301",-,12,-,$191,"$2,301",1,Roadside Attractions
2024,8,67,-,Other People's Children,"$2,177",-,1,-,"$2,177","$86,355",45,Music Box Films
2024,8,68,52,Popular Theory,"$1,893",-73.1%,2,-31,$946,"$37,543",3,Blue Fox Entertainment
2024,8,69,62,Disco Boy,"$1,568",+30.7%,2,+1,$784,"$9,747",4,Big World Pictures
2024,8,70,56,Scrambled,$681,-71.5%,6,-5,$113,"$422,555",4,Lionsgate Films
2024,8,71,67,Fitting In,$571,+28.3%,2,+1,$285,"$87,891",4,Blue Fox Entertainment
2024,8,72,64,"My Sailor, My Love",$342,-32.8%,1,-,$342,"$88,935",23,Music Box Films
2024,8,73,63,The Shift,$291,-62.6%,3,-,$97,"$12,117,666",13,Angel Studios
2024,8,74,58,The Crime Is Mine,$147,-92.7%,1,-3,$147,"$100,574",10,Music Box Films
2024,9,1,-,Dune: Part Two,"$111,027,668",-,"4,071",-,"$27,272","$111,027,668",1,Warner Bros.
2024,9,2,1,Bob Marley: One Love,"$9,926,423",-43.8%,"3,390",-207,"$2,928","$85,267,503",4,Paramount Pictures
2024,9,3,3,Ordinary Angels,"$5,401,910",-38%,"3,020",-,"$1,788","$14,113,032",2,-
2024,9,4,18,The Chosen: S4 Episodes 7-8,"$5,057,647",+561.7%,"2,215",+12,"$2,283","$5,821,981",2,Fathom Events
2024,9,5,4,Madame Web,"$4,253,183",-45.4%,"3,116",-897,"$1,364","$41,494,699",4,Columbia Pictures
2024,9,6,7,Migration,"$3,274,180",-6.7%,"2,204",-230,"$1,485","$124,231,060",11,Universal Pictures
2024,9,7,2,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"$2,837,760",-79.2%,"1,949",-,"$1,456","$16,474,215",2,Sony Pictures Releasing
2024,9,8,9,Wonka,"$2,164,939",-28.2%,"1,732",-471,"$1,249","$217,190,096",12,Warner Bros.
2024,9,9,6,Argylle,"$1,876,800",-49%,"2,283",-777,$822,"$44,445,605",5,Universal Pictures International (UPI)
2024,9,10,10,The Beekeeper,"$1,504,804",-42.8%,"1,347",-810,"$1,117","$65,319,250",8,Metro-Goldwyn-Mayer (MGM)
2024,9,11,8,Drive-Away Dolls,"$1,470,085",-55.8%,"2,278",-2,$645,"$4,793,655",2,Focus Features
2024,9,12,13,Perfect Days,"$735,931",-26.5%,271,+18,"$2,715","$2,412,943",5,-
2024,9,13,11,Anyone But You,"$601,695",-63.1%,603,-852,$997,"$87,977,085",11,Columbia Pictures
2024,9,14,16,Poor Things,"$593,048",-28.4%,550,+10,"$1,078","$33,754,640",13,Searchlight Pictures
2024,9,15,14,2024 Oscar Nominated Short Films: Documentary,"$573,400",-31.8%,265,-88,"$2,163","$2,764,297",3,ShortsTV
2024,9,16,17,American Fiction,"$513,486",-36.5%,500,-102,"$1,026","$20,761,515",12,Metro-Goldwyn-Mayer (MGM)
2024,9,17,12,Land of Bad,"$494,148",-64.5%,574,-743,$860,"$4,498,880",3,The Avenue Entertainment
2024,9,18,23,Article 370,"$381,719",-20.6%,119,-42,"$3,207","$862,416",2,N/A
2024,9,19,27,The Zone of Interest,"$373,672",+26.2%,571,+200,$654,"$7,963,067",13,A24
2024,9,20,20,Night Swim,"$358,345",-33.7%,326,-245,"$1,099","$32,361,805",9,Universal Pictures International (UPI)
2024,9,21,21,The Taste of Things,"$293,536",-42.4%,165,-223,"$1,779","$2,280,478",4,IFC Films
2024,9,22,22,Stopmotion,"$229,334",-54.8%,251,-133,$913,"$737,180",2,IFC Films
2024,9,23,24,Aquaman and the Lost Kingdom,"$191,958",-57.6%,236,-288,$813,"$124,436,589",11,Warner Bros.
2024,9,24,15,Lisa Frankenstein,"$185,180",-77.8%,294,"-1,072",$629,"$9,774,285",4,Focus Features
2024,9,25,-,Problemista,"$179,998",-,5,-,"$35,999","$179,998",54,A24
2024,9,26,26,The Boys in the Boat,"$165,877",-49.8%,217,-190,$764,"$52,589,755",11,-
2024,9,27,19,Mean Girls,"$159,034",-71.7%,219,-509,$726,"$72,404,248",8,Paramount Pictures
2024,9,28,31,Anatomy of a Fall,"$147,819",+84.1%,70,-55,"$2,111","$4,945,087",21,-
2024,9,29,35,The Holdovers,"$126,820",+129.2%,326,+100,$389,"$20,229,480",19,Focus Features
2024,9,30,36,Oppenheimer,"$125,195",+179.3%,453,+253,$276,"$329,153,395",33,Universal Pictures
2024,9,31,29,The Boy and the Heron,"$86,697",-45.1%,79,-45,"$1,097","$46,076,328",13,GKIDS
2024,9,32,43,Killers of the Flower Moon,"$81,602",+206%,429,+222,$190,"$67,955,813",20,Paramount Pictures
2024,9,33,28,Origin,"$74,879",-57.6%,40,-43,"$1,871","$4,643,370",13,-
2024,9,34,38,All of Us Strangers,"$69,503",+63%,205,+180,$339,"$4,050,103",11,Searchlight Pictures
2024,9,35,34,Wish,"$59,771",+0.9%,65,-5,$919,"$63,943,165",16,Walt Disney Studios Motion Pictures
2024,9,36,-,Io Capitano,"$50,164",-,38,-,"$1,320","$112,022",2,Cohen Media Group
2024,9,37,32,Nostalghia2024 Re-release,"$30,468",-53%,7,+2,"$4,352","$95,342",3,Kino Lorber
2024,9,38,49,The Peasants,"$30,154",+85.4%,30,+21,"$1,005","$105,458",6,Sony Pictures Classics
2024,9,39,45,The Teachers' Lounge,"$28,759",+13.3%,55,+23,$522,"$582,146",11,Sony Pictures Releasing
2024,9,40,47,About Dry Grasses,"$23,138",+4.9%,6,+3,"$3,856","$45,195",2,Sideshow Releasing
2024,9,41,46,Hundreds of Beavers,"$23,084",-2.4%,13,-,"$1,775","$93,745",6,SRH
2024,9,42,-,Shayda,"$13,150",-,2,-,"$6,575","$13,150",1,Sony Pictures Releasing
2024,9,43,48,The Sweet East,"$13,071",-25.5%,13,-8,"$1,005","$308,702",14,Utopia
2024,9,44,40,Jungle Bunch: Operation Meltdown,"$12,377",-68%,39,-38,$317,"$831,200",5,Viva Pictures
2024,9,45,-,Amelia's Children,"$10,045",-,15,-,$669,"$10,045",1,Magnolia Pictures
2024,9,46,33,Amélie2024 Re-release,"$9,863",-84.4%,13,-39,$758,"$478,103",3,Sony Pictures Releasing
2024,9,47,56,Four Daughters,"$8,969",+62.4%,14,+2,$640,"$120,536",19,Kino Lorber
2024,9,48,61,They Shot the Piano Player,"$8,367",+139.7%,7,+5,"$1,195","$20,007",2,Sony Pictures Releasing
2024,9,49,50,The Monk and the Gun,"$7,469",-41.4%,7,-3,"$1,067","$139,803",5,A Contracorriente Films
2024,9,50,42,The Stolen Valley,"$6,427",-79.4%,23,-65,$279,"$37,570",2,Blue Fox Entertainment
2024,9,51,44,Red Right Hand,"$5,548",-78.4%,16,-34,$346,"$31,259",2,Magnolia Pictures
2024,9,52,57,Ennio,"$5,447",-0.9%,4,+2,"$1,361","$33,407",4,Music Box Films
2024,9,53,-,Menus-Plaisirs - Les Troisgros,"$4,147",-,7,-,$592,"$140,348",16,Zipporah Films
2024,9,54,62,The Promised Land,"$3,329",+5.6%,5,-1,$665,"$257,749",5,Magnolia Pictures
2024,9,55,51,Anselm,"$3,061",-72.2%,5,-6,$612,"$485,057",13,Janus Films
2024,9,56,60,The Oath,"$2,734",-32.2%,4,+1,$683,"$507,016",13,Freestyle Releasing
2024,9,57,-,Drift,"$2,586",-,8,-,$323,"$10,077",5,Utopia
2024,9,58,58,The Invisible Fight,"$2,076",-61.9%,7,-7,$296,"$8,516",2,Kino Lorber
2024,9,59,52,Isle of Hope,"$2,068",-77.5%,2,-27,"$1,034","$10,217",2,-
2024,9,60,55,Freud's Last Session,"$1,899",-67.7%,3,-1,$633,"$871,060",11,Sony Pictures Releasing
2024,9,61,64,Household Saints2024 Re-release,"$1,593",-35.4%,2,-1,$796,"$28,568",8,Kino Lorber
2024,9,62,59,One from the Heart: Reprise2024 Re-release,$825,-82.3%,1,-3,$825,"$49,775",7,Rialto Pictures
2024,9,63,-,Revoir Paris,$791,-,1,-,$791,"$52,835",37,Music Box Films
2024,9,64,53,Golden Years,$615,-92.6%,1,-3,$615,"$8,975",2,Music Box Films
2024,9,65,68,Popular Theory,$607,-67.9%,2,-,$303,"$38,150",4,Blue Fox Entertainment
2024,9,66,73,The Shift,$553,+90%,2,-1,$276,"$12,118,219",14,Angel Studios
2024,9,67,63,Bushman2024 Re-release,$367,-85.6%,2,-,$183,"$25,330",5,Kino Lorber
2024,9,68,72,"My Sailor, My Love",$302,-11.7%,1,-,$302,"$89,237",24,Music Box Films
2024,9,69,65,Inside the Yellow Cocoon Shell,$269,-88.8%,1,-2,$269,"$67,689",7,Kino Lorber
2024,9,70,74,The Crime Is Mine,$240,+63.3%,1,-,$240,"$100,814",11,Music Box Films
2024,9,71,71,Fitting In,$70,-87.7%,1,-1,$70,"$87,961",5,Blue Fox Entertainment
2024,10,1,-,Kung Fu Panda 4,"$77,743,755",-,"4,035",-,"$19,267","$77,743,755",1,Universal Pictures
2024,10,2,1,Dune: Part Two,"$65,190,249",-41.3%,"4,074",+3,"$16,001","$176,217,917",2,Warner Bros.
2024,10,3,-,Imaginary,"$13,481,668",-,"3,118",-,"$4,323","$13,481,668",1,Lionsgate Films
2024,10,4,-,Cabrini,"$10,188,926",-,"2,840",-,"$3,587","$10,188,926",1,Angel Studios
2024,10,5,2,Bob Marley: One Love,"$5,797,499",-41.6%,"2,764",-626,"$2,097","$91,065,002",5,Paramount Pictures
2024,10,6,3,Ordinary Angels,"$2,959,889",-45.2%,"2,323",-697,"$1,274","$17,072,921",3,-
2024,10,7,6,Migration,"$1,721,585",-47.4%,"1,507",-697,"$1,142","$125,952,645",12,Universal Pictures
2024,10,8,5,Madame Web,"$1,636,413",-61.5%,"2,015","-1,101",$812,"$43,131,112",5,Columbia Pictures
2024,10,9,-,Yolo,"$1,199,660",-,200,-,"$5,998","$1,199,660",1,Sony Pictures Releasing
2024,10,10,4,The Chosen: S4 Episodes 7-8,"$1,098,836",-78.3%,"1,037","-1,178","$1,059","$6,920,817",3,Fathom Events
2024,10,11,7,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"$835,780",-70.5%,884,"-1,065",$945,"$17,309,995",3,Sony Pictures Releasing
2024,10,12,8,Wonka,"$816,685",-62.3%,"1,004",-728,$813,"$218,006,781",13,Warner Bros.
2024,10,13,9,Argylle,"$576,385",-69.3%,799,"-1,484",$721,"$45,021,990",6,Universal Pictures International (UPI)
2024,10,14,10,The Beekeeper,"$564,894",-62.5%,590,-757,$957,"$65,884,144",9,Metro-Goldwyn-Mayer (MGM)
2024,10,15,12,Perfect Days,"$462,485",-37.2%,241,-30,"$1,919","$2,875,428",6,-
2024,10,16,14,Poor Things,"$398,691",-32.8%,700,+150,$569,"$34,153,331",14,Searchlight Pictures
2024,10,17,15,2024 Oscar Nominated Short Films: Documentary,"$365,808",-36.2%,319,+54,"$1,146","$3,130,105",4,ShortsTV
2024,10,18,-,Forty-Seven Days with Jesus,"$348,317",-,-,-,-,"$348,317",1,Fathom Events
2024,10,19,16,American Fiction,"$336,955",-34.4%,675,+175,$499,"$21,098,470",13,Metro-Goldwyn-Mayer (MGM)
2024,10,20,19,The Zone of Interest,"$287,121",-23.2%,534,-37,$537,"$8,250,188",14,A24
2024,10,21,-,Love Lies Bleeding,"$276,618",-,5,-,"$55,323","$276,618",1,A24
2024,10,22,25,Problemista,"$276,008",+53.3%,20,+15,"$13,800","$456,006",55,A24
2024,10,23,30,Oppenheimer,"$248,010",+98.1%,642,+189,$386,"$329,401,405",34,Universal Pictures
2024,10,24,11,Drive-Away Dolls,"$234,560",-84%,280,"-1,998",$837,"$5,028,215",3,Focus Features
2024,10,25,-,Accidental Texan,"$203,953",-,134,-,"$1,522","$203,953",1,Roadside Attractions
2024,10,26,21,The Taste of Things,"$181,930",-38%,132,-33,"$1,378","$2,462,408",5,IFC Films
2024,10,27,13,Anyone But You,"$173,024",-71.2%,183,-420,$945,"$88,150,109",12,Columbia Pictures
2024,10,28,20,Night Swim,"$132,935",-62.9%,197,-129,$674,"$32,494,740",10,Universal Pictures International (UPI)
2024,10,29,28,Anatomy of a Fall,"$131,282",-11.2%,450,+380,$291,"$5,076,369",22,-
2024,10,30,29,The Holdovers,"$125,895",-0.7%,617,+291,$204,"$20,355,375",20,Focus Features
2024,10,31,18,Article 370,"$118,233",-69%,74,-45,"$1,597","$980,649",3,N/A
2024,10,32,17,Land of Bad,"$86,162",-82.6%,124,-450,$694,"$4,585,042",4,The Avenue Entertainment
2024,10,33,32,Killers of the Flower Moon,"$71,088",-12.9%,505,+76,$140,"$68,026,901",21,Paramount Pictures
2024,10,34,31,The Boy and the Heron,"$52,829",-39.1%,55,-24,$960,"$46,129,157",14,GKIDS
2024,10,35,26,The Boys in the Boat,"$51,551",-68.9%,107,-110,$481,"$52,641,306",12,-
2024,10,36,22,Stopmotion,"$47,637",-79.2%,83,-168,$573,"$784,817",3,IFC Films
2024,10,37,33,Origin,"$46,460",-38%,33,-7,"$1,407","$4,689,830",14,-
2024,10,38,23,Aquaman and the Lost Kingdom,"$44,637",-76.7%,81,-155,$551,"$124,481,226",12,Warner Bros.
2024,10,39,35,Wish,"$30,656",-48.7%,55,-10,$557,"$63,973,821",17,Walt Disney Studios Motion Pictures
2024,10,40,60,Freud's Last Session,"$30,298","+1,495.5%",107,+104,$283,"$901,358",12,Sony Pictures Releasing
2024,10,41,41,Hundreds of Beavers,"$24,402",+5.7%,13,-,"$1,877","$118,147",7,SRH
2024,10,42,40,About Dry Grasses,"$22,672",-2%,19,+13,"$1,193","$67,867",3,Sideshow Releasing
2024,10,43,39,The Teachers' Lounge,"$20,766",-27.8%,27,-28,$769,"$602,912",12,Sony Pictures Releasing
2024,10,44,37,Nostalghia2024 Re-release,"$18,133",-40.5%,7,-,"$2,590","$113,475",4,Kino Lorber
2024,10,45,38,The Peasants,"$16,733",-44.5%,27,-3,$619,"$122,191",7,Sony Pictures Classics
2024,10,46,-,High & Low - John Galliano,"$13,890",-,1,-,"$13,890","$13,890",1,MUBI
2024,10,47,55,Anselm,"$13,659",+346.2%,10,+5,"$1,365","$498,716",14,Janus Films
2024,10,48,42,Shayda,"$12,668",-3.7%,7,+5,"$1,809","$29,095",2,Sony Pictures Releasing
2024,10,49,-,Glitter & Doom,"$6,637",-,2,-,"$3,318","$6,637",2,Music Box Films
2024,10,50,43,The Sweet East,"$6,362",-51.3%,9,-4,$706,"$315,064",15,Utopia
2024,10,51,52,Ennio,"$6,129",+12.5%,5,+1,"$1,225","$39,536",5,Music Box Films
2024,10,52,49,The Monk and the Gun,"$6,090",-18.5%,8,+1,$761,"$145,893",6,A Contracorriente Films
2024,10,53,47,Four Daughters,"$5,533",-38.3%,13,-1,$425,"$126,069",20,Kino Lorber
2024,10,54,46,Amélie2024 Re-release,"$5,178",-47.5%,7,-6,$739,"$483,281",4,Sony Pictures Releasing
2024,10,55,-,Totem,"$4,211",-,8,-,$526,"$93,336",7,Janus Films
2024,10,56,48,They Shot the Piano Player,"$4,060",-51.5%,9,+2,$451,"$24,067",3,Sony Pictures Releasing
2024,10,57,69,Inside the Yellow Cocoon Shell,"$3,192","+1,086.6%",4,+3,$798,"$70,880",8,Kino Lorber
2024,10,58,58,The Invisible Fight,"$2,402",+15.7%,4,-3,$600,"$10,920",3,Kino Lorber
2024,10,59,51,Red Right Hand,"$2,065",-62.8%,4,-12,$516,"$33,324",3,Magnolia Pictures
2024,10,60,56,The Oath,"$1,370",-49.9%,3,-1,$456,"$508,386",14,Freestyle Releasing
2024,10,61,45,Amelia's Children,"$1,028",-89.8%,6,-9,$171,"$11,073",2,Magnolia Pictures
2024,10,62,62,One from the Heart: Reprise2024 Re-release,$999,+21.1%,3,+2,$333,"$50,774",8,Rialto Pictures
2024,10,63,67,Bushman2024 Re-release,$623,+69.8%,2,-,$311,"$25,953",6,Kino Lorber
2024,10,64,50,The Stolen Valley,$568,-91.2%,3,-20,$189,"$38,138",3,Blue Fox Entertainment
2024,10,65,70,The Crime Is Mine,$459,+91.2%,1,-,$459,"$101,273",12,Music Box Films
2024,10,66,-,Skin Deep,$269,-,1,-,$269,"$8,831",6,Kino Lorber
2024,10,67,64,Golden Years,$204,-66.8%,1,-,$204,"$9,179",3,Music Box Films
2024,10,68,61,Household Saints2024 Re-release,$138,-91.3%,1,-1,$138,"$28,706",9,Kino Lorber
2024,10,69,71,Fitting In,$34,-51.4%,1,-,$34,"$87,995",6,Blue Fox Entertainment
2024,11,1,2,Dune: Part Two,"$39,540,626",-39.3%,"3,847",-227,"$10,278","$215,758,543",3,Warner Bros.
2024,11,2,1,Kung Fu Panda 4,"$38,693,600",-50.2%,"4,067",+32,"$9,514","$116,437,355",2,Universal Pictures
2024,11,3,-,Arthur the King,"$10,270,255",-,"3,003",-,"$3,419","$10,270,255",1,Lionsgate Films
2024,11,4,3,Imaginary,"$7,343,130",-45.5%,"3,118",-,"$2,355","$20,824,798",2,Lionsgate Films
2024,11,5,4,Cabrini,"$4,545,677",-55.4%,"2,850",+10,"$1,594","$14,734,603",2,Angel Studios
2024,11,6,21,Love Lies Bleeding,"$3,817,200","+1,280%","1,362","+1,357","$2,802","$4,093,818",2,A24
2024,11,7,5,Bob Marley: One Love,"$3,151,597",-45.6%,"2,272",-492,"$1,387","$94,216,599",6,Paramount Pictures
2024,11,8,-,One Life,"$2,446,392",-,983,-,"$2,488","$2,446,392",1,Bleecker Street Media
2024,11,9,-,The American Society of Magical Negroes,"$1,764,755",-,"1,147",-,"$1,538","$1,764,755",1,Focus Features
2024,11,10,-,The Ark and the Darkness,"$1,706,239",-,"1,030",-,"$1,656","$1,706,239",1,Fathom Events
2024,11,11,6,Ordinary Angels,"$1,401,828",-52.6%,"1,756",-567,$798,"$18,474,749",4,-
2024,11,12,-,Neon Genesis Evangelion: The End of Evangelion,"$1,237,027",-,570,-,"$2,170","$1,237,027",1,GKIDS
2024,11,13,7,Migration,"$757,040",-56%,879,-628,$861,"$126,709,685",13,Universal Pictures
2024,11,14,8,Madame Web,"$539,720",-67%,"1,058",-957,$510,"$43,670,832",6,Columbia Pictures
2024,11,15,23,Oppenheimer,"$461,135",+85.9%,"1,323",+681,$348,"$329,862,540",35,Universal Pictures
2024,11,16,9,Yolo,"$440,902",-63.2%,200,-,"$2,204","$1,640,562",2,Sony Pictures Releasing
2024,11,17,-,Snack Shack,"$405,672",-,437,-,$928,"$405,672",1,Republic Pictures (II)
2024,11,18,22,Problemista,"$386,893",+40.2%,63,+43,"$6,141","$842,899",56,A24
2024,11,19,16,Poor Things,"$337,845",-15.3%,840,+140,$402,"$34,491,176",15,Searchlight Pictures
2024,11,20,15,Perfect Days,"$245,425",-46.9%,144,-97,"$1,704","$3,120,853",7,-
2024,11,21,11,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"$243,300",-70.9%,257,-627,$946,"$17,553,295",4,Sony Pictures Releasing
2024,11,22,14,The Beekeeper,"$242,441",-57.1%,307,-283,$789,"$66,126,585",10,Metro-Goldwyn-Mayer (MGM)
2024,11,23,20,The Zone of Interest,"$229,876",-19.9%,212,-322,"$1,084","$8,480,064",15,A24
2024,11,24,12,Wonka,"$225,606",-72.4%,382,-622,$590,"$218,232,387",14,Warner Bros.
2024,11,25,13,Argylle,"$185,285",-67.9%,266,-533,$696,"$45,207,275",7,Universal Pictures International (UPI)
2024,11,26,10,The Chosen: S4 Episodes 7-8,"$137,493",-87.5%,287,-750,$479,"$7,058,310",4,Fathom Events
2024,11,27,34,The Boy and the Heron,"$68,898",+30.4%,61,+6,"$1,129","$46,198,055",15,GKIDS
2024,11,28,27,Anyone But You,"$56,609",-67.3%,75,-108,$754,"$88,206,718",13,Columbia Pictures
2024,11,29,25,Accidental Texan,"$56,395",-72.3%,110,-24,$512,"$260,348",2,Roadside Attractions
2024,11,30,26,The Taste of Things,"$52,216",-71.3%,75,-57,$696,"$2,514,624",6,IFC Films
2024,11,31,41,Hundreds of Beavers,"$35,252",+44.5%,19,+6,"$1,855","$153,300",8,SRH
2024,11,32,17,2024 Oscar Nominated Short Films: Documentary,"$25,777",-93%,21,-298,"$1,227","$3,155,882",5,ShortsTV
2024,11,33,32,Land of Bad,"$24,769",-71.3%,41,-83,$604,"$4,609,811",5,The Avenue Entertainment
2024,11,34,44,Nostalghia2024 Re-release,"$20,031",+10.5%,6,-1,"$3,338","$133,505",5,Kino Lorber
2024,11,35,42,About Dry Grasses,"$18,438",-18.7%,18,-1,"$1,024","$86,272",4,Sideshow Releasing
2024,11,36,-,Classe Tous Risques2024 Re-release,"$16,168",-,1,-,"$16,168","$16,168",1,Rialto Distribution
2024,11,37,-,Uproar,"$13,562",-,33,-,$410,"$13,562",1,Blue Fox Entertainment
2024,11,38,46,High & Low - John Galliano,"$13,181",-5.1%,4,+3,"$3,295","$30,515",2,MUBI
2024,11,39,-,Pastor's Kid,"$12,215",-,38,-,$321,"$12,215",1,Atlas Distribution Company
2024,11,40,-,The Animal Kingdom,"$10,757",-,13,-,$827,"$10,757",1,Magnolia Pictures
2024,11,41,-,Club Zero,"$9,453",-,1,-,"$9,453","$9,453",1,Film Movement
2024,11,42,52,The Monk and the Gun,"$9,362",+53.7%,11,+3,$851,"$155,255",7,A Contracorriente Films
2024,11,43,43,The Teachers' Lounge,"$8,388",-59.6%,12,-15,$699,"$611,300",13,Sony Pictures Releasing
2024,11,44,48,Shayda,"$7,207",-43.1%,9,+2,$800,"$36,302",3,Sony Pictures Releasing
2024,11,45,-,Prey,"$5,336",-,5,-,"$1,067","$5,336",1,Vertical Entertainment
2024,11,46,49,Glitter & Doom,"$5,309",-20%,11,+9,$482,"$11,946",3,Music Box Films
2024,11,47,47,Anselm,"$5,174",-62.1%,6,-4,$862,"$503,350",15,Janus Films
2024,11,48,-,Remembering Gene Wilder,"$4,575",-,2,-,"$2,287","$10,432",1,Kino Lorber
2024,11,49,51,Ennio,"$4,512",-26.4%,4,-1,"$1,128","$44,048",6,Music Box Films
2024,11,50,36,Stopmotion,"$4,409",-90.7%,11,-72,$400,"$789,226",4,IFC Films
2024,11,51,56,They Shot the Piano Player,"$4,220",+3.9%,11,+2,$383,"$28,287",4,Sony Pictures Releasing
2024,11,52,45,The Peasants,"$4,081",-75.6%,10,-17,$408,"$126,272",8,Sony Pictures Classics
2024,11,53,50,The Sweet East,"$3,953",-37.9%,8,-1,$494,"$319,017",16,Utopia
2024,11,54,65,The Crime Is Mine,"$3,936",+757.5%,3,+2,"$1,312","$105,209",13,Music Box Films
2024,11,55,40,Freud's Last Session,"$2,740",-91%,8,-99,$342,"$904,098",13,Sony Pictures Releasing
2024,11,56,53,Four Daughters,"$2,455",-55.6%,7,-6,$350,"$128,524",21,Kino Lorber
2024,11,57,59,Red Right Hand,"$2,044",-1%,1,-3,"$2,044","$35,368",4,Magnolia Pictures
2024,11,58,54,Amélie2024 Re-release,"$2,043",-60.5%,1,-6,"$2,043","$485,324",5,Sony Pictures Releasing
2024,11,59,63,Bushman2024 Re-release,"$1,331",+113.6%,2,-,$665,"$27,284",7,Kino Lorber
2024,11,60,60,The Oath,"$1,084",-20.9%,3,-,$361,"$509,470",15,Freestyle Releasing
2024,11,61,67,Golden Years,"$1,003",+391.7%,3,+2,$334,"$10,182",4,Music Box Films
